Unnamed: 0,FORMULATION,Specific Capacity,FORMULATION_CANONICAL_SMILES,FORMULATION_MOLECULAR_FORMULA,FORMULATION_IUPAC_NAME,FORMULATION_INCHI,FORMULATION_SELFIES
40,<formulation_start>COCCC#N<sep>56.0<sep>CC1=CCC(=O)O1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,107.99,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CC1=CCC(=O)O1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H6O2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>5-methyl-3H-furan-2-one<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h2H,3H2,1H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][=C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
38,<formulation_start>COCCC#N<sep>56.0<sep>C1COCO1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,106.06,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>C1COCO1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C3H6O2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,3-dioxolane<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
5,<formulation_start>COCCC#N<sep>56.0<sep>COCCCCCCOC<sep>42.0<sep>O=C1N(C)CCCN1C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,58.2059,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>COCCCCCCOC<sep>42.0<sep><smiles>CN1CCCN(C)C1=O<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C8H18O2<sep>42.0<sep><formula>C6H12N2O<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,6-dimethoxyhexane<sep>42.0<sep><iupac>1,3-dimethyl-1,3-diazinan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C8H18O2/c1-9-7-5-3-4-6-8-10-2/h3-8H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C6H12N2O/c1-7-4-3-5-8(2)6(7)9/h3-5H2,1-2H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][O][C][C][C][C][C][C][O][C]<sep>42.0<sep><selfies>[C][N][C][C][C][N][Branch1][C][C][C][Ring1][#Branch1][=O]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
53,<formulation_start>COCCC#N<sep>56.0<sep>N1C=CC=C1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>c1cc[nH]c1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H5N<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1H-pyrrole<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][=C][NH1][C][=Ring1][Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
101,<formulation_start>C1COCO1<sep>64.24<sep>CCOCCOCCOC(=O)C<sep>25.8<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.49<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.59<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.88<formulation_end>,75,<formulation_start><smiles>C1COCO1<sep>64.24<sep><smiles>CCOCCOCCOC(C)=O<sep>25.8<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.49<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.59<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.88<formulation_end>,<formulation_start><formula>C3H6O2<sep>64.24<sep><formula>C8H16O4<sep>25.8<sep><formula>C2F6LiNO4S2<sep>4.49<sep><formula>C4BLiO8<sep>3.59<sep><formula>LiNO3<sep>1.88<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>64.24<sep><iupac>2-(2-ethoxyethoxy)ethyl acetate<sep>25.8<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.49<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.59<sep><iupac>lithium;nitrate<sep>1.88<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>64.24<sep><inchi>InChI=1S/C8H16O4/c1-3-10-4-5-11-6-7-12-8(2)9/h3-7H2,1-2H3<sep>25.8<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.49<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.59<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.88<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>64.24<sep><selfies>[C][C][O][C][C][O][C][C][O][C][Branch1][C][C][=O]<sep>25.8<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.49<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.59<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.88<formulation_end>
68,<formulation_start>COCCC#N<sep>56.0<sep>O=S1(=O)CCCCO1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>O=S1(=O)CCCCO1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H8O3S<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>oxathiane 2,2-dioxide<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H8O3S/c5-8(6)4-2-1-3-7-8/h1-4H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[O][=S][=Branch1][C][=O][C][C][C][C][O][Ring1][#Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
0,<formulation_start>COCCC#N<sep>56.0<sep>COCCC#N<sep>42.0<sep>O=C1N(C)CCCN1C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,85.3908,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>COCCC#N<sep>42.0<sep><smiles>CN1CCCN(C)C1=O<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H7NO<sep>42.0<sep><formula>C6H12N2O<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>3-methoxypropanenitrile<sep>42.0<sep><iupac>1,3-dimethyl-1,3-diazinan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>42.0<sep><inchi>InChI=1S/C6H12N2O/c1-7-4-3-5-8(2)6(7)9/h3-5H2,1-2H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][O][C][C][C][#N]<sep>42.0<sep><selfies>[C][N][C][C][C][N][Branch1][C][C][C][Ring1][#Branch1][=O]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
34,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>C1CCC(=O)OCC1<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,97.64078,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>O=C1CCCCCO1<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C6H10O2<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>oxepan-2-one<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
28,<formulation_start>COCCC#N<sep>56.0<sep>CCOC(=O)OCC<sep>42.0<sep>CS(=O)C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,102.75,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCOC(=O)OCC<sep>42.0<sep><smiles>CS(C)=O<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H10O3<sep>42.0<sep><formula>C2H6OS<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>diethyl carbonate<sep>42.0<sep><iupac>methylsulfinylmethane<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C2H6OS/c1-4(2)3/h1-2H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][O][C][=Branch1][C][=O][O][C][C]<sep>42.0<sep><selfies>[C][S][Branch1][C][C][=O]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
55,<formulation_start>COCCC#N<sep>56.0<sep>OCC(F)(F)C(F)(F)C(F)(F)F<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>OCC(F)(F)C(F)(F)C(F)(F)F<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H3F7O<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>2,2,3,3,4,4,4-heptafluorobutan-1-ol<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H3F7O/c5-2(6,1-12)3(7,8)4(9,10)11/h12H,1H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[O][C][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
50,<formulation_start>COCCC#N<sep>56.0<sep>CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C9H13F6N3O4S2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>bis(trifluoromethylsulfonyl)azanide;1-ethyl-2,3-dimethylimidazol-3-ium<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C7H13N2.C2F6NO4S2/c1-4-9-6-5-8(3)7(9)2;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-6H,4H2,1-3H3;/q+1;-1<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1][C].[O][=S][=Branch1][C][=O][Branch1][P][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
11,<formulation_start>COCCC#N<sep>56.0<sep>CCOCCOCC<sep>42.0<sep>C1COC(=O)O1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,107.204,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCOCCOCC<sep>42.0<sep><smiles>O=C1OCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C6H14O2<sep>42.0<sep><formula>C3H4O3<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,2-diethoxyethane<sep>42.0<sep><iupac>1,3-dioxolan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][O][C][C][O][C][C]<sep>42.0<sep><selfies>[O][=C][O][C][C][O][Ring1][Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
62,<formulation_start>COCCC#N<sep>56.0<sep>CN(C)CCN(C)C<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,11.3315,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CN(C)CCN(C)C<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C6H16N2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>N,N,N',N'-tetramethylethane-1,2-diamine<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C6H16N2/c1-7(2)5-6-8(3)4/h5-6H2,1-4H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][N][Branch1][C][C][C][C][N][Branch1][C][C][C]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
35,<formulation_start>COCCC#N<sep>56.0<sep>C1CCC(=O)OCC1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,40.36,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>O=C1CCCCCO1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C6H10O2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>oxepan-2-one<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
23,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>C1COC(O1)(C(F)(F)F)C(F)(F)F<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,73.244,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>FC(F)(F)C1(C(F)(F)F)OCCO1<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C5H4F6O2<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>2,2-bis(trifluoromethyl)-1,3-dioxolane<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C5H4F6O2/c6-4(7,8)3(5(9,10)11)12-1-2-13-3/h1-2H2<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][C][O][Ring1][=Branch2]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
